BusinessEntityID,DepartmentID,ShiftID,StartDate,EndDate,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,OrganizationLevel,PersonType,FirstName,LastName,DepartmentName,DepartmentGroup,RateChangeDate,Rate,PayFrequency,ShiftName,ShiftStart,ShiftEnd,AddressID,City,PostalCode,PhoneNumber,PhoneNumberTypeID,PhoneType
92,7,3,3/10/2010,NULL,Production Technician - WC10,10/1/1986,M,M,3/10/2010,0,98,69,4,EM,Tom,Vande Velde,Production,Manufacturing,3/10/2010,$13.45,1,Night,11:00:00 PM,7:00:00 AM,237,Everett,98201,295-555-0161,3,Work
93,7,2,12/27/2008,NULL,Production Supervisor - WC50,4/28/1980,S,M,12/27/2008,0,78,59,3,EM,Kok-Ho,Loh,Production,Manufacturing,12/27/2008,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,189,Bellevue,98004,999-555-0155,3,Work
94,7,2,12/12/2008,NULL,Production Technician - WC50,11/25/1972,M,M,12/12/2008,0,6,23,4,EM,Russell,Hunter,Production,Manufacturing,12/12/2008,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,124,Seattle,98104,786-555-0144,3,Work
95,7,2,12/19/2008,NULL,Production Technician - WC50,9/8/1986,M,M,12/19/2008,0,1,20,4,EM,Jim,Scardelis,Production,Manufacturing,12/19/2008,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,136,Edmonds,98020,679-555-0113,3,Work
96,7,2,3/2/2009,NULL,Production Technician - WC50,1/25/1990,M,F,3/2/2009,0,5,22,4,EM,Elizabeth,Keyser,Production,Manufacturing,3/2/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,32513,Kent,98031,318-555-0137,1,Cell
97,7,2,2/10/2009,NULL,Production Technician - WC50,3/21/1986,S,M,2/10/2009,0,0,20,4,EM,Mandar,Samant,Production,Manufacturing,2/10/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,76,Duvall,98019,140-555-0132,3,Work
98,7,2,2/11/2009,NULL,Production Technician - WC50,6/26/1978,M,M,2/11/2009,0,4,22,4,EM,Sameer,Tejani,Production,Manufacturing,2/11/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,83,Duvall,98019,990-555-0172,1,Cell
99,7,2,1/6/2009,NULL,Production Technician - WC50,3/29/1979,S,M,1/6/2009,0,2,21,4,EM,Nuan,Yu,Production,Manufacturing,1/6/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,160,Bellevue,98004,913-555-0184,1,Cell
100,7,2,1/12/2009,NULL,Production Technician - WC50,1/24/1973,M,M,1/12/2009,0,7,23,4,EM,Lolan,Song,Production,Manufacturing,1/12/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,133,Edmonds,98020,582-555-0178,1,Cell
101,7,2,1/25/2009,NULL,Production Technician - WC50,8/30/1971,M,M,1/25/2009,0,3,21,4,EM,Houman,Pournasseh,Production,Manufacturing,1/25/2009,$11.00,1,Evening,3:00:00 PM,11:00:00 PM,32514,Redmond,98052,180-555-0136,1,Cell
102,7,2,12/3/2008,NULL,Production Supervisor - WC10,10/26/1983,S,M,12/3/2008,0,66,53,3,EM,Zheng,Mu,Production,Manufacturing,12/3/2008,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,121,Seattle,98104,113-555-0173,1,Cell
103,7,2,12/6/2009,NULL,Production Technician - WC10,9/22/1986,S,M,12/6/2009,0,93,66,4,EM,Ebru,Ersan,Production,Manufacturing,12/6/2009,$13.45,1,Evening,3:00:00 PM,11:00:00 PM,32512,Sammamish,98074,202-555-0187,1,Cell
104,7,2,12/25/2009,NULL,Production Technician - WC10,9/19/1986,M,F,12/25/2009,0,94,67,4,EM,Mary,Baker,Production,Manufacturing,12/25/2009,$13.45,1,Evening,3:00:00 PM,11:00:00 PM,122,Seattle,98104,283-555-0185,3,Work
105,7,2,12/25/2009,NULL,Production Technician - WC10,9/19/1986,S,M,12/25/2009,0,90,65,4,EM,Kevin,Homer,Production,Manufacturing,12/25/2009,$13.45,1,Evening,3:00:00 PM,11:00:00 PM,158,Bellevue,98004,555-555-0113,3,Work
106,7,2,2/27/2010,NULL,Production Technician - WC10,9/28/1986,S,M,2/27/2010,0,92,66,4,EM,John,Kane,Production,Manufacturing,2/27/2010,$13.45,1,Evening,3:00:00 PM,11:00:00 PM,81,Duvall,98019,254-555-0114,3,Work
107,7,2,2/8/2010,NULL,Production Technician - WC10,10/1/1986,M,M,2/8/2010,0,91,65,4,EM,Christopher,Hill,Production,Manufacturing,2/8/2010,$13.45,1,Evening,3:00:00 PM,11:00:00 PM,40,Bothell,98011,153-555-0166,1,Cell
108,7,1,12/8/2008,NULL,Production Supervisor - WC50,2/5/1989,S,M,12/8/2008,0,77,58,3,EM,Jinghao,Liu,Production,Manufacturing,12/8/2008,$25.00,2,Day,7:00:00 AM,3:00:00 PM,88,Carnation,98014,794-555-0159,1,Cell
109,7,1,12/7/2008,NULL,Production Technician - WC50,1/26/1978,M,F,12/7/2008,0,95,67,4,EM,Alice,Ciccu,Production,Manufacturing,12/7/2008,$11.00,1,Day,7:00:00 AM,3:00:00 PM,51,Snohomish,98296,333-555-0173,1,Cell
110,7,1,12/14/2008,NULL,Production Technician - WC50,7/6/1979,S,M,12/14/2008,0,90,65,4,EM,Jun,Cao,Production,Manufacturing,12/14/2008,$11.00,1,Day,7:00:00 AM,3:00:00 PM,220,Redmond,98052,299-555-0113,3,Work
111,7,1,12/17/2008,NULL,Production Technician - WC50,2/25/1978,S,M,12/17/2008,0,93,66,4,EM,Suroor,Fatima,Production,Manufacturing,12/17/2008,$11.00,1,Day,7:00:00 AM,3:00:00 PM,141,Edmonds,98020,932-555-0161,3,Work
112,7,1,1/1/2009,NULL,Production Technician - WC50,5/31/1978,S,M,1/1/2009,0,91,65,4,EM,John,Evans,Production,Manufacturing,1/1/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,118,Seattle,98104,172-555-0130,1,Cell
113,7,1,12/25/2008,NULL,Production Technician - WC50,7/17/1987,M,F,12/25/2008,0,96,68,4,EM,Linda,Moschell,Production,Manufacturing,12/25/2008,$11.00,1,Day,7:00:00 AM,3:00:00 PM,175,Bellevue,98004,612-555-0171,1,Cell
114,7,1,1/13/2009,NULL,Production Technician - WC50,5/7/1978,M,M,1/13/2009,0,97,68,4,EM,Mindaugas,Krapauskas,Production,Manufacturing,1/13/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,144,Edmonds,98020,637-555-0120,3,Work
115,7,1,1/20/2009,NULL,Production Technician - WC50,5/31/1991,S,F,1/20/2009,0,92,66,4,EM,Angela,Barbariol,Production,Manufacturing,1/20/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,139,Edmonds,98020,150-555-0194,1,Cell
116,7,1,1/31/2009,NULL,Production Technician - WC50,5/3/1974,S,M,1/31/2009,0,98,69,4,EM,Michael,Patten,Production,Manufacturing,1/31/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,151,Edmonds,98020,441-555-0195,3,Work
117,7,1,2/18/2009,NULL,Production Technician - WC50,8/4/1990,M,M,2/18/2009,0,99,69,4,EM,Chad,Niswonger,Production,Manufacturing,2/18/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,21,Bothell,98011,559-555-0175,3,Work
118,7,1,2/13/2009,NULL,Production Technician - WC50,6/13/1971,M,M,2/13/2009,0,88,64,4,EM,Don,Hall,Production,Manufacturing,2/13/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,87,Carnation,98014,100-555-0174,3,Work
119,7,1,2/25/2009,NULL,Production Technician - WC50,6/15/1989,S,M,2/25/2009,0,94,67,4,EM,Michael,Entin,Production,Manufacturing,2/25/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,226,Redmond,98052,817-555-0186,3,Work
120,7,1,3/4/2009,NULL,Production Technician - WC50,6/6/1987,S,F,3/4/2009,0,89,64,4,EM,Kitti,Lertpiriyasuwat,Production,Manufacturing,3/4/2009,$11.00,1,Day,7:00:00 AM,3:00:00 PM,130,Seattle,98104,785-555-0132,3,Work
121,15,1,1/2/2009,NULL,Shipping and Receiving Supervisor,9/9/1972,S,M,1/2/2009,1,93,66,3,EM,Pilar,Ackerman,Shipping and Receiving,Inventory Management,1/2/2009,$19.23,2,Day,7:00:00 AM,3:00:00 PM,32506,Seattle,98104,577-555-0185,3,Work
122,15,2,12/7/2008,NULL,Stocker,2/17/1978,S,F,12/7/2008,0,97,68,4,EM,Susan,Eaton,Shipping and Receiving,Inventory Management,12/7/2008,$9.00,1,Evening,3:00:00 PM,11:00:00 PM,288,Renton,98055,943-555-0196,3,Work
123,15,2,12/7/2008,NULL,Shipping and Receiving Clerk,3/18/1977,M,M,12/7/2008,0,95,67,4,EM,Vamsi,Kuppa,Shipping and Receiving,Inventory Management,12/7/2008,$9.50,2,Evening,3:00:00 PM,11:00:00 PM,2,Bothell,98011,937-555-0137,3,Work
124,15,3,12/26/2008,NULL,Stocker,4/30/1984,S,F,12/26/2008,0,98,69,4,EM,Kim,Ralls,Shipping and Receiving,Inventory Management,12/26/2008,$9.00,1,Night,11:00:00 PM,7:00:00 AM,5,Bothell,98011,309-555-0129,3,Work
125,15,1,1/20/2009,NULL,Shipping and Receiving Clerk,11/11/1973,M,M,1/20/2009,0,94,67,4,EM,Matthias,Berndt,Shipping and Receiving,Inventory Management,1/20/2009,$9.50,2,Day,7:00:00 AM,3:00:00 PM,299,Renton,98055,139-555-0120,1,Cell
126,15,1,2/26/2009,NULL,Stocker,5/4/1985,M,M,2/26/2009,0,96,68,4,EM,Jimmy,Bischoff,Shipping and Receiving,Inventory Management,2/26/2009,$9.00,1,Day,7:00:00 AM,3:00:00 PM,298,Renton,98055,927-555-0168,1,Cell
127,7,3,1/3/2009,NULL,Production Supervisor - WC40,7/2/1983,S,M,1/3/2009,0,73,56,3,EM,David,Hamilton,Production,Manufacturing,1/3/2009,$25.00,2,Night,11:00:00 PM,7:00:00 AM,44,Kenmore,98028,986-555-0177,1,Cell
128,7,3,12/4/2008,NULL,Production Technician - WC40,11/13/1980,S,M,12/4/2008,0,68,54,4,EM,Paul,Komosinski,Production,Manufacturing,12/4/2008,$15.00,1,Night,11:00:00 PM,7:00:00 AM,157,Bellevue,98004,147-555-0160,3,Work
129,7,3,12/22/2008,NULL,Production Technician - WC40,5/16/1988,S,M,12/22/2008,0,69,54,4,EM,Gary,Yukish,Production,Manufacturing,12/22/2008,$15.00,1,Night,11:00:00 PM,7:00:00 AM,134,Edmonds,98020,901-555-0125,1,Cell
130,7,3,2/13/2009,NULL,Production Technician - WC40,8/4/1973,S,M,2/13/2009,0,71,55,4,EM,Rob,Caron,Production,Manufacturing,2/13/2009,$15.00,1,Night,11:00:00 PM,7:00:00 AM,72,Monroe,98272,238-555-0116,3,Work
131,7,3,2/15/2009,NULL,Production Technician - WC40,10/7/1990,S,M,2/15/2009,0,72,56,4,EM,Baris,Cetinok,Production,Manufacturing,2/15/2009,$15.00,1,Night,11:00:00 PM,7:00:00 AM,117,Seattle,98104,164-555-0114,3,Work
132,7,3,2/22/2009,NULL,Production Technician - WC40,4/9/1986,M,F,2/22/2009,0,67,53,4,EM,Nicole,Holliday,Production,Manufacturing,2/22/2009,$15.00,1,Night,11:00:00 PM,7:00:00 AM,101,Seattle,98104,508-555-0129,1,Cell
133,7,3,1/10/2009,NULL,Production Technician - WC40,1/4/1991,S,M,1/10/2009,0,70,55,4,EM,Michael,Rothkugel,Production,Manufacturing,1/10/2009,$15.00,1,Night,11:00:00 PM,7:00:00 AM,146,Edmonds,98020,454-555-0119,3,Work
134,7,1,1/14/2009,NULL,Production Supervisor - WC20,1/19/1985,M,M,1/14/2009,0,40,40,3,EM,Eric,Gubbels,Production,Manufacturing,1/14/2009,$25.00,2,Day,7:00:00 AM,3:00:00 PM,140,Edmonds,98020,260-555-0119,1,Cell
135,7,1,12/4/2008,NULL,Production Technician - WC20,1/3/1982,M,M,12/4/2008,0,9,24,4,EM,Ivo,Salmre,Production,Manufacturing,12/4/2008,$14.00,1,Day,7:00:00 AM,3:00:00 PM,62,Monroe,98272,115-555-0179,3,Work
136,7,1,12/11/2009,NULL,Production Technician - WC20,11/12/1970,M,M,12/11/2009,0,4,22,4,EM,Sylvester,Valdez,Production,Manufacturing,12/11/2009,$14.00,1,Day,7:00:00 AM,3:00:00 PM,170,Bellevue,98004,492-555-0174,1,Cell
137,7,1,2/23/2009,NULL,Production Technician - WC20,9/5/1974,S,F,2/23/2009,0,8,24,4,EM,Anibal,Sousa,Production,Manufacturing,2/23/2009,$14.00,1,Day,7:00:00 AM,3:00:00 PM,32516,Redmond,98052,106-555-0120,3,Work
138,7,1,2/4/2009,NULL,Production Technician - WC20,11/22/1987,M,F,2/4/2009,0,7,23,4,EM,Samantha,Smith,Production,Manufacturing,2/4/2009,$14.00,1,Day,7:00:00 AM,3:00:00 PM,159,Bellevue,98004,587-555-0114,1,Cell
139,7,1,1/6/2010,NULL,Production Technician - WC20,10/23/1971,S,M,1/6/2010,0,0,20,4,EM,Hung-Fu,Ting,Production,Manufacturing,1/6/2010,$14.00,1,Day,7:00:00 AM,3:00:00 PM,203,Sammamish,98074,497-555-0181,1,Cell
140,7,1,1/22/2010,NULL,Production Technician - WC20,4/30/1953,M,M,1/22/2010,0,5,22,4,EM,Prasanna,Samarawickrama,Production,Manufacturing,1/22/2010,$14.00,1,Day,7:00:00 AM,3:00:00 PM,213,Redmond,98052,129-555-0199,1,Cell
141,7,1,1/24/2010,NULL,Production Technician - WC20,9/10/1974,M,M,1/24/2010,0,1,20,4,EM,Min,Su,Production,Manufacturing,1/24/2010,$14.00,1,Day,7:00:00 AM,3:00:00 PM,164,Bellevue,98004,590-555-0152,3,Work
142,7,1,3/4/2010,NULL,Production Technician - WC20,4/4/1970,S,F,3/4/2010,0,3,21,4,EM,Olinda,Turner,Production,Manufacturing,3/4/2010,$14.00,1,Day,7:00:00 AM,3:00:00 PM,167,Bellevue,98004,306-555-0186,1,Cell
143,7,1,2/13/2010,NULL,Production Technician - WC20,9/5/1971,S,M,2/13/2010,0,2,21,4,EM,Krishna,Sunkammurali,Production,Manufacturing,2/13/2010,$14.00,1,Day,7:00:00 AM,3:00:00 PM,132,Edmonds,98020,491-555-0183,1,Cell
144,7,1,1/17/2009,NULL,Production Technician - WC20,11/4/1990,M,M,1/17/2009,0,6,23,4,EM,Paul,Singh,Production,Manufacturing,1/17/2009,$14.00,1,Day,7:00:00 AM,3:00:00 PM,168,Bellevue,98004,727-555-0112,1,Cell
145,7,2,1/27/2009,NULL,Production Supervisor - WC30,8/18/1981,S,F,1/27/2009,0,69,54,3,EM,Cynthia,Randall,Production,Manufacturing,1/27/2009,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,42,Kenmore,98028,352-555-0138,1,Cell
146,7,2,12/7/2008,NULL,Production Technician - WC30,6/25/1989,S,M,12/7/2008,0,36,38,4,EM,Jian Shuo,Wang,Production,Manufacturing,12/7/2008,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,74,Monroe,98272,952-555-0178,1,Cell
147,7,2,12/26/2008,NULL,Production Technician - WC30,11/5/1975,M,F,12/26/2008,0,37,38,4,EM,Sandra,Reátegui Alayo,Production,Manufacturing,12/26/2008,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,105,Seattle,98104,896-555-0168,3,Work
148,7,2,1/14/2009,NULL,Production Technician - WC30,12/7/1988,S,M,1/14/2009,0,38,39,4,EM,Jason,Watters,Production,Manufacturing,1/14/2009,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,181,Bellevue,98004,571-555-0179,3,Work
149,7,2,1/31/2009,NULL,Production Technician - WC30,10/20/1983,M,M,1/31/2009,0,39,39,4,EM,Andy,Ruth,Production,Manufacturing,1/31/2009,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,172,Bellevue,98004,118-555-0110,1,Cell
150,7,2,2/26/2009,NULL,Production Technician - WC30,9/18/1982,M,M,2/26/2009,0,35,37,4,EM,Michael,Vanderhyde,Production,Manufacturing,2/26/2009,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,135,Edmonds,98020,296-555-0121,1,Cell
151,7,2,2/19/2009,NULL,Production Technician - WC30,9/13/1977,M,M,2/19/2009,0,40,40,4,EM,Rostislav,Shabalin,Production,Manufacturing,2/19/2009,$9.50,1,Evening,3:00:00 PM,11:00:00 PM,182,Bellevue,98004,751-555-0134,1,Cell
152,7,2,2/1/2009,NULL,Production Supervisor - WC20,4/6/1977,M,M,2/1/2009,0,41,40,3,EM,Yuhong,Li,Production,Manufacturing,2/1/2009,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,98,Seattle,98104,965-555-0155,1,Cell
153,7,2,12/16/2008,NULL,Production Technician - WC20,10/16/1974,S,M,12/16/2008,0,15,27,4,EM,Hanying,Feng,Production,Manufacturing,12/16/2008,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,221,Redmond,98052,319-555-0139,3,Work
154,7,2,12/23/2008,NULL,Production Technician - WC20,3/2/1967,M,M,12/23/2008,0,10,25,4,EM,Raymond,Sam,Production,Manufacturing,12/23/2008,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,137,Edmonds,98020,226-555-0197,3,Work
155,7,2,1/4/2009,NULL,Production Technician - WC20,2/15/1989,S,M,1/4/2009,0,16,28,4,EM,Fadi,Fakhouri,Production,Manufacturing,1/4/2009,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,53,Snohomish,98296,935-555-0116,3,Work
156,7,2,1/11/2009,NULL,Production Technician - WC20,9/23/1974,M,M,1/11/2009,0,11,25,4,EM,Lane,Sacksteder,Production,Manufacturing,1/11/2009,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,102,Seattle,98104,200-555-0117,1,Cell
157,7,2,2/3/2009,NULL,Production Technician - WC20,10/5/1977,S,F,2/3/2009,0,12,26,4,EM,Linda,Randall,Production,Manufacturing,2/3/2009,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,111,Seattle,98104,696-555-0157,3,Work
158,7,2,3/7/2009,NULL,Production Technician - WC20,12/8/1986,S,F,3/7/2009,0,14,27,4,EM,Shelley,Dyck,Production,Manufacturing,3/7/2009,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,75,Monroe,98272,991-555-0184,1,Cell
159,7,2,2/16/2009,NULL,Production Technician - WC20,12/8/1984,S,M,2/16/2009,0,13,26,4,EM,Terrence,Earls,Production,Manufacturing,2/16/2009,$14.00,1,Evening,3:00:00 PM,11:00:00 PM,177,Bellevue,98004,110-555-0115,3,Work
160,7,1,1/21/2009,NULL,Production Supervisor - WC45,1/15/1977,M,M,1/21/2009,0,74,57,3,EM,Jeff,Hay,Production,Manufacturing,1/21/2009,$25.00,2,Day,7:00:00 AM,3:00:00 PM,232,Everett,98201,350-555-0167,1,Cell
161,7,1,12/15/2008,NULL,Production Technician - WC45,2/6/1985,S,M,12/15/2008,0,74,57,4,EM,Kirk,Koenigsbauer,Production,Manufacturing,12/15/2008,$10.00,1,Day,7:00:00 AM,3:00:00 PM,95,Seattle,98104,669-555-0150,3,Work
162,7,1,1/3/2009,NULL,Production Technician - WC45,12/25/1980,S,F,1/3/2009,0,75,57,4,EM,Laura,Steele,Production,Manufacturing,1/3/2009,$10.00,1,Day,7:00:00 AM,3:00:00 PM,78,Duvall,98019,777-555-0141,3,Work
163,7,1,2/8/2009,NULL,Production Technician - WC45,4/13/1990,M,M,2/8/2009,0,77,58,4,EM,Alex,Nayberg,Production,Manufacturing,2/8/2009,$10.00,1,Day,7:00:00 AM,3:00:00 PM,248,Newport Hills,98006,819-555-0198,3,Work
164,7,1,3/6/2009,NULL,Production Technician - WC45,9/24/1988,S,M,3/6/2009,0,73,56,4,EM,Andrew,Cencini,Production,Manufacturing,3/6/2009,$10.00,1,Day,7:00:00 AM,3:00:00 PM,195,Sammamish,98074,207-555-0192,1,Cell
165,7,1,1/22/2009,NULL,Production Technician - WC45,12/16/1988,M,M,1/22/2009,0,76,58,4,EM,Chris,Preston,Production,Manufacturing,1/22/2009,$10.00,1,Day,7:00:00 AM,3:00:00 PM,23,Seattle,98104,200-555-0112,1,Cell
166,7,1,2/21/2009,NULL,Production Supervisor - WC30,6/22/1983,S,M,2/21/2009,0,68,54,3,EM,Jack,Richins,Production,Manufacturing,2/21/2009,$25.00,2,Day,7:00:00 AM,3:00:00 PM,65,Monroe,98272,552-555-0111,3,Work
167,7,1,12/2/2008,NULL,Production Technician - WC30,11/2/1979,S,M,12/2/2008,0,25,32,4,EM,David,Johnson,Production,Manufacturing,12/2/2008,$6.50,1,Day,7:00:00 AM,3:00:00 PM,45,Kenmore,98028,166-555-0162,1,Cell
167,7,1,12/2/2008,NULL,Production Technician - WC30,11/2/1979,S,M,12/2/2008,0,25,32,4,EM,David,Johnson,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,45,Kenmore,98028,166-555-0162,1,Cell
167,7,1,12/2/2008,NULL,Production Technician - WC30,11/2/1979,S,M,12/2/2008,0,25,32,4,EM,David,Johnson,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,45,Kenmore,98028,166-555-0162,1,Cell
168,7,1,12/7/2008,NULL,Production Technician - WC30,8/25/1984,S,M,12/7/2008,0,34,37,4,EM,Garrett,Young,Production,Manufacturing,12/7/2008,$9.50,1,Day,7:00:00 AM,3:00:00 PM,59,Snohomish,98296,609-555-0179,3,Work
169,7,1,12/14/2008,NULL,Production Technician - WC30,4/2/1983,S,F,12/14/2008,0,31,35,4,EM,Susan,Metters,Production,Manufacturing,12/14/2008,$9.50,1,Day,7:00:00 AM,3:00:00 PM,193,Sammamish,98074,639-555-0164,1,Cell
170,7,1,12/21/2008,NULL,Production Technician - WC30,4/16/1977,M,M,12/21/2008,0,26,33,4,EM,George,Li,Production,Manufacturing,12/21/2008,$6.50,1,Day,7:00:00 AM,3:00:00 PM,89,Carnation,98014,518-555-0199,1,Cell
170,7,1,12/21/2008,NULL,Production Technician - WC30,4/16/1977,M,M,12/21/2008,0,26,33,4,EM,George,Li,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,89,Carnation,98014,518-555-0199,1,Cell
170,7,1,12/21/2008,NULL,Production Technician - WC30,4/16/1977,M,M,12/21/2008,0,26,33,4,EM,George,Li,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,89,Carnation,98014,518-555-0199,1,Cell
171,7,1,1/2/2009,NULL,Production Technician - WC30,8/3/1981,S,M,1/2/2009,0,32,36,4,EM,David,Yalovsky,Production,Manufacturing,1/2/2009,$9.50,1,Day,7:00:00 AM,3:00:00 PM,129,Seattle,98104,373-555-0142,3,Work
172,7,1,1/16/2009,NULL,Production Technician - WC30,10/24/1986,M,M,1/16/2009,0,22,31,4,EM,Marc,Ingle,Production,Manufacturing,1/16/2009,$6.50,1,Day,7:00:00 AM,3:00:00 PM,200,Sammamish,98074,234-555-0169,1,Cell
172,7,1,1/16/2009,NULL,Production Technician - WC30,10/24/1986,M,M,1/16/2009,0,22,31,4,EM,Marc,Ingle,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,200,Sammamish,98074,234-555-0169,1,Cell
172,7,1,1/16/2009,NULL,Production Technician - WC30,10/24/1986,M,M,1/16/2009,0,22,31,4,EM,Marc,Ingle,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,200,Sammamish,98074,234-555-0169,1,Cell
173,7,1,1/21/2009,NULL,Production Technician - WC30,7/15/1987,S,M,1/21/2009,0,33,36,4,EM,Eugene,Zabokritski,Production,Manufacturing,1/21/2009,$9.50,1,Day,7:00:00 AM,3:00:00 PM,205,Sammamish,98074,241-555-0191,1,Cell
174,7,1,1/27/2009,NULL,Production Technician - WC30,1/5/1986,S,M,1/27/2009,0,28,34,4,EM,Benjamin,Martin,Production,Manufacturing,1/27/2009,$6.75,1,Day,7:00:00 AM,3:00:00 PM,52,Snohomish,98296,533-555-0111,1,Cell
174,7,1,1/27/2009,NULL,Production Technician - WC30,1/5/1986,S,M,1/27/2009,0,28,34,4,EM,Benjamin,Martin,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,52,Snohomish,98296,533-555-0111,1,Cell
174,7,1,1/27/2009,NULL,Production Technician - WC30,1/5/1986,S,M,1/27/2009,0,28,34,4,EM,Benjamin,Martin,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,52,Snohomish,98296,533-555-0111,1,Cell
175,7,1,2/2/2009,NULL,Production Technician - WC30,1/8/1989,M,M,2/2/2009,0,23,31,4,EM,Reed,Koch,Production,Manufacturing,2/2/2009,$6.50,1,Day,7:00:00 AM,3:00:00 PM,223,Redmond,98052,678-555-0110,3,Work
175,7,1,2/2/2009,NULL,Production Technician - WC30,1/8/1989,M,M,2/2/2009,0,23,31,4,EM,Reed,Koch,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,223,Redmond,98052,678-555-0110,3,Work
175,7,1,2/2/2009,NULL,Production Technician - WC30,1/8/1989,M,M,2/2/2009,0,23,31,4,EM,Reed,Koch,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,223,Redmond,98052,678-555-0110,3,Work
176,7,1,2/14/2009,NULL,Production Technician - WC30,9/23/1985,M,M,2/14/2009,0,29,34,4,EM,David,Lawrence,Production,Manufacturing,2/14/2009,$6.50,1,Day,7:00:00 AM,3:00:00 PM,73,Monroe,98272,118-555-0177,3,Work
176,7,1,2/14/2009,NULL,Production Technician - WC30,9/23/1985,M,M,2/14/2009,0,29,34,4,EM,David,Lawrence,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,73,Monroe,98272,118-555-0177,3,Work
176,7,1,2/14/2009,NULL,Production Technician - WC30,9/23/1985,M,M,2/14/2009,0,29,34,4,EM,David,Lawrence,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,73,Monroe,98272,118-555-0177,3,Work
177,7,1,2/21/2009,NULL,Production Technician - WC30,2/11/1982,M,M,2/21/2009,0,24,32,4,EM,Russell,King,Production,Manufacturing,2/21/2009,$6.50,1,Day,7:00:00 AM,3:00:00 PM,163,Bellevue,98004,517-555-0122,3,Work
177,7,1,2/21/2009,NULL,Production Technician - WC30,2/11/1982,M,M,2/21/2009,0,24,32,4,EM,Russell,King,Production,Manufacturing,12/1/2011,$7.25,1,Day,7:00:00 AM,3:00:00 PM,163,Bellevue,98004,517-555-0122,3,Work
177,7,1,2/21/2009,NULL,Production Technician - WC30,2/11/1982,M,M,2/21/2009,0,24,32,4,EM,Russell,King,Production,Manufacturing,7/14/2013,$9.50,1,Day,7:00:00 AM,3:00:00 PM,163,Bellevue,98004,517-555-0122,3,Work
178,7,1,3/3/2009,NULL,Production Technician - WC30,3/24/1982,S,M,3/3/2009,0,27,33,4,EM,John,Frum,Production,Manufacturing,3/3/2009,$6.50,1,Day,7:00:00 AM,3:00:00 PM,244,Everett,98201,663-555-0172,1,Cell
178,7,1,3/3/2009,NULL,Production Technician - WC30,3/24/1982,S,M,3/3/2009,0,27,33,4,EM,John,Frum,Production,Manufacturing,12/1/2011,$7.00,1,Day,7:00:00 AM,3:00:00 PM,244,Everett,98201,663-555-0172,1,Cell
